Description,Image,Gender,Specifications
Henley Neck Slim Fit T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24575548/2023/8/21/b6f0f2a9-d2ec-45fe-88c8-37d53b23b1ae1692620236982JackJonesMenWhiteHenleyNeckPocketsSlimFitT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Henley Neck'}"
Men Typography Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30093540/2024/8/23/09088ebb-c220-4439-b032-60eed28aa2231724395278995-HRX-by-Hrithik-Roshan-Men-Lifestyle-Typography-Printed-Sport-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pure Cotton Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30426948/2024/9/2/80851e6d-fff3-493a-a6d9-442bd298c0cf1725277453461-US-Polo-Assn-Denim-Co-Men-Tshirts-2481725277452962-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/26/1bAI6MtV_051f5b7429b04db2b868f9a61bfe4ac1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Men Polo Collar Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12817546/2021/10/28/be7998fe-f418-4da1-ba57-b455a4499e9e1635424136776-Harvard-Men-Green-Polo-Collar-T-shirt-1341635424136191-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Men Slim Fit Lounge Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/19482230/2022/8/12/3e2dff55-1e40-4423-a3f5-ff58cfef738c1660316578563USPoloAssnMenBlackSolidLoungeTshirts1.jpg",men,"{'Fabric': 'Polyester', 'Neck': 'Round Neck', 'Pattern': 'Solid', 'Sleeve Length': 'Short Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Machine Wash'}"
Raw Edge Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29344364/2024/5/3/ba8f74ae-2191-474a-9bc4-a0c271e83e091714748177101GreenfibreMenPrintedPoloCollarTropicalRawEdgeSlimFitT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Tropical', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Cotton Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25916562/2023/11/17/60cdd1df-c9dd-41bb-ba4c-bd599bb0854c1700210191387BewakoofMenBlackPrintedT-shirt1.jpg",men,"{'Character': 'Black Panther', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Pure Cotton Casual T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29411148/2024/9/9/e79cbf22-7835-4fd2-a89b-1c3b9e1ed3671725876424106-WROGN-Men-Tshirts-3901725876423643-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28927604/2024/4/13/db0999b8-fd5b-49bf-9b03-bbd70fcbc62b1713016141117Tshirts1.jpg",men,"{'Fit': 'Regular Fit', 'Length': 'Longline', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual', 'Package Contains': '1 t-shirt'}"
Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29620550/2024/9/20/1c26d02c-0456-4e12-a856-414d5c8353f81726825477742-Being-Human-Self-Design-Polo-Collar-Pure-Cotton-T-shirt-8651-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men UPF50 Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/23/Pnq4qG47_4660b8df99834ac8bac6c1c73401fa94.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Fabric': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Men Solid T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/19/QwzrYRQT_c90858484d5945f788f809dd1c989165.jpg",men,"{'Closure': 'Button', 'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single'}"
Men Self Design T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/29/7CaLFWlO_91f618b60aa54ecab1d156769d564bcc.jpg",men,"{'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Henley Neck Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28611452/2024/4/1/14498e50-1ab2-4598-861a-b8c16aa3693c1711975067286PowerlookMenHenleyNeckPocketsT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Nautical', 'Multipack Set': 'Single', 'Neck': 'Henley Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23351352/2023/5/23/f56cc5ec-6f73-48d5-a8d7-f056c39594b41684851888584STELLERSMenBlackHoodedAppliqueT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Multi or Variegated Stripes', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Sports'}"
Pure Cotton Applique T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29411390/2024/8/8/5607cbbc-12a3-4277-84ed-0ec3604538901723108990897-FCUK-Men-Tshirts-7931723108990310-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Oversized Dyed T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30575840/2024/8/29/64a079c5-c62c-46b0-a5aa-bec4149d92241724908210475-Powerlook-Men-Dyed-Round-Neck-Oversized-T-Shirt-924172490820-2.jpg",men,"{'Care for me': 'Follow the garment wash care label\nCan be tumble dried in a cool setting if machine washed\nPrevent static build-up by drying while damp\nUse low heat to iron', 'Contact Brand or Retailer for pre-sales product queries': 'na', 'Fabric': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Tie and Dye', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Pure Cotton Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30426892/2024/9/2/7324fdb0-fd6a-4fcc-901e-b8f9b725f08d1725257061365-US-Polo-Assn-Denim-Co-Men-Tshirts-2141725257060943-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Oversized T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26858790/2024/4/27/8a057340-e6b9-408f-80cf-f91f27d57c611714190068422-NOBERO-Typography-Printed-Round-Neck-Applique-Oversized-T-sh-6.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/17/7n8wLqtc_cd9c03f162a346bf96470ffaaa77e9ce.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27790668/2024/2/22/43af6782-33fe-4b1e-8f84-90b81375f4311708619722626RedTapeMenPocketsT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Oversized Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/27226102/2024/1/29/41344317-6e2b-4f3d-9937-91b10c3611e81706538032577BULLMERMenPrintedAppliqueT-shirt1.jpg",men,"{'Contact Brand or Retailer for pre-sales product queries': 'Wexfordonline@gmail.com; Ph: 9360357672', 'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Men Polo Collar Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/18217912/2022/6/2/6b81bf71-7fc4-4f3c-ac4a-3b52a29d7f4c1654166218335-Louis-Philippe-Men-Turquoise-Blue-Polo-Collar-Pure-Cotton-T--1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Unisex Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/3/sJw30pMa_471efc1726dd4cd38b2c456050a98875.jpg",men,"{'Character': 'Snoopy', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Placement Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30365491/2024/7/31/d6f5d642-eefa-4b23-996b-e07a45ad47201722417381947-Kook-N-Keech-Men-Tshirts-4291722417381586-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Men Navy Blue Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/SEPTEMBER/13/O4uBk8JE_788797222fdf47d3bd2ea17fba88c73b.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Cotton Oversized T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28699026/2024/5/21/8548e485-35c9-40c1-a3fa-eed9fbab4fab1716266046890-NOBERO-Graphic-Printed-Cotton-Oversized-T-Shirt-680171626604-6.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Anti Odour T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30115868/2024/7/12/09d60efd-83ec-41d8-a344-bad9bbc052c41720777996701-FCUK-Men-Tshirts-1081720777996145-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fabric 3': 'Elastane', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck'}"
Oversized Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26858810/2024/3/19/038d09b0-220e-488d-8707-d0b6c1b769991710836863241-NOBERO-Graphic-Printed-Oversized-T-shirt-6021710836863167-7.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Casual T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24917800/2023/11/29/a4ae5b66-02b2-462d-80c7-0634d66168991701252865962-Roadster-Men-Tshirts-8451701252865566-1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24476282/2023/8/25/8f7d3bb7-b50c-44e7-85f5-bca5d07c14751692942712748-HRX-by-Hrithik-Roshan-Fashion-Black-Mens-Lifestyle-Polo-Coll-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Polo Collar Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29344396/2024/5/3/2e159c8a-38e1-41db-997f-f9131c9063a01714748179118GreenfibreMenStripedPoloCollarPocketsSlimFitT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Multi or Variegated Stripes', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Training Rapid-Dry T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26044944/2024/2/29/f8f59f20-597e-4421-86e4-1c0d5c38b1ed1709199657956-HRX-by-Hrithik-Roshan-Men-Tshirts-3711709199657535-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1'}"
Henley Neck Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30662303/2024/9/20/30f8819b-72e1-4cb4-a1a2-09ac44e2a4c41726809763726-Allen-Solly-Henley-Neck-Slim-Fit-T-shirt-7761726809763334-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Henley Neck'}"
Printed Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23241768/2023/5/17/285a4a85-824c-436e-b427-fdf2987ced381684331650456SPYKARMenGreyFloralPrintedPoloCollarTropicalPocketsSlimFitT-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Floral Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Men Textured T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30130676/2024/7/4/73c2e74c-c1dc-4fa0-8631-9c46efff082b1720107366022HIGHLANDERMenStripedPoloCollarPocketsT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Relaxed Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Typography Printed Oversize T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/21440436/2023/7/3/6b5e477c-44df-4d2f-a9ce-40f8c2df83fc1688382701365-Kook-N-Keech-Men-Tshirts-3451688382700951-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Cotton Printed Polo T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28607588/2024/9/23/cdc1f69f-64a4-45d2-8b5c-9b312082c0d51727091928628-Nautica-Men-Tshirts-7451727091928260-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Geometric Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/25348578/2023/10/12/8c28bebe-fdc8-4d9b-9ab9-d05ecb807f981697110921224-R-Code-Mens-Polo-Collar-T-Shirt-9961697110920874-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Blended', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Printed Loose Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22581448/2024/4/5/7486cbff-43fc-4961-8ec5-84857874ef7b1712312131889-Bewakoof-Graphic-Printed-Drop-Shoulder-Sleeves-Oversized-Cot-11.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Pure Cotton Polo T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30647769/2024/9/2/794b3061-6238-437e-9041-7b9f6503b9471725269528587-Louis-Philippe-Men-Tshirts-5711725269528197-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Printed Round Neck T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/14/b6b45a85-9a86-4fb3-9235-7377494106ac1605296205809-1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Pattern Coverage': 'Chest'}"
Colourblocked Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12905330/2021/2/11/26301409-500b-4f5d-aaad-9f50a0f8a84d1613022421247-Roadster-Men-Teal-Colourblocked-Polo-Collar-T-shirt-16516130-1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Occasion': 'Casual'}"
Self Designed Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23613014/2023/6/13/18e39188-e3a7-4696-85cd-b432e59a7d801686640661387VanHeusenMenPurpleMandarinCollarT-shirt1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Micro or Ditsy Print', 'Multipack Set': 'Single', 'Neck': 'Mandarin Collar', 'Number of Items': '1', 'Occasion': 'Casual'}"
Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30540963/2024/8/19/b693bb9f-bf9f-4a79-892f-bc62d52841c41724065373643-Kook-N-Keech-Men-Tshirts-7041724065373200-1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Men Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17497894/2024/2/15/8813f2b1-9164-4cc9-8532-9b4d360ab0fe1707995630716-Bewakoof-Men-White-Printed-T-shirt-5381707995630138-1.jpg",men,"{'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual', 'Pattern': 'Printed'}"
Polo Collar Pure Cotton Tshirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24314800/2023/8/2/2dbeb1fc-d02e-4399-a6d3-aa584484d4d81690981443846Tshirts7.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Knits', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Polo Collar Sports T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/22578608/2023/3/30/4a1cecd8-107e-4ab3-9c8d-116eca3a02bb1680164776548Tshirts1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Self Checked Polo T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/29371148/2024/9/7/7599fc1c-e899-4edd-a0f3-593414fb823e1725690270757-Roadster-Men-Tshirts-7411725690270340-1.jpg",men,"{'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Colourblocked Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/26692208/2023/12/27/ef1af21a-fe86-4b1c-9688-efc240fddf441703692788940AllenSollyMenRedColourblockedPoloCollarT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Colourblocked', 'Multipack Set': 'Single', 'Neck': 'Polo Collar', 'Number of Items': '1'}"
Men Solid Lounge T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17210278/2022/2/18/32c5f16d-0d48-4bd7-8523-a7b147e30ae21645175135451LoungeTshirts1.jpg",men,"{'Fabric': 'Cotton', 'Neck': 'Round Neck', 'Pattern': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sustainable': 'Regular', 'Type': 'Regular', 'Wash Care': 'Hand Wash'}"
Men Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/17809664/2024/2/15/150c3cb4-475d-402c-bedb-49c6811fe56e1707995659532-Bewakoof-Men-White-Printed-Cotton-T-shirt-8551707995658885-1.jpg",men,"{'Character': 'Marvel', 'Fabric': 'Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Graphic Print Others', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Occasion': 'Casual'}"
Henley Neck Slim Fit T-Shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/24575548/2023/8/21/b6f0f2a9-d2ec-45fe-88c8-37d53b23b1ae1692620236982JackJonesMenWhiteHenleyNeckPocketsSlimFitT-shirt1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Henley Neck'}"
Pure Cotton Printed T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/28458994/2024/8/1/453e7763-1849-47a6-87ed-368fec7a04ae1722494274084-FCUK-Men-Tshirts-851722494273740-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Oversized Pure Cotton T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/23728598/2023/6/22/6536743c-7f81-4b9b-965c-0720aa2fbe351687451249190BonkersCornerMenBlackCheckedV-NeckPocketsLooseT-shirt1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Oversized', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
Printed Polo Collar T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2024/AUGUST/26/1bAI6MtV_051f5b7429b04db2b868f9a61bfe4ac1.jpg",men,"{'Closure': 'Button', 'Fabric': 'Cotton', 'Fabric 2': 'Polyester', 'Fit': 'Regular Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Polo Collar'}"
Pure Cotton Slim Fit T-shirt,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/30426970/2024/9/2/d087056a-b6cf-4f64-85a5-3693bd9241e91725254311166-US-Polo-Assn-Denim-Co-Men-Tshirts-8041725254310598-1.jpg",men,"{'Fabric': 'Pure Cotton', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Main Trend': 'Typography or Slogan Print', 'Multipack Set': 'Single', 'Neck': 'Round Neck', 'Number of Items': '1', 'Occasion': 'Casual'}"
